CalBP,Z_GISP2_Temp_C,Z_PANGAEA_pollen_AP [%],Z_PANGAEA_pollen_AP-Pinus [%],Z_PANGAEA_pollen_Algae [%],Z_PANGAEA_pollen_Helophyte [%],Z_PANGAEA_pollen_Herbs [%],Z_PANGAEA_pollen_NAP [%],Z_PANGAEA_pollen_Poaceae+Cyperaceae [,Z_PANGAEA_pollen_Pollen aquat [%],Z_PANGAEA_pollen_Pollen mediterr [%],Z_PANGAEA_pollen_Pollen montane [%],Z_PANGAEA_pollen_Pollen pioneer [%],Z_PANGAEA_pollen_Pollen steppic [%],Z_PANGAEA_pollen_Pollen te [%],Z_PANGAEA_pollen_Shrubs [%],Z_PANGAEA_pollen_Spores [%],CCSI
8370,-1.5737804106506972,0.36140908064793553,0.30479526048373473,-0.28621486456057904,-0.31917231213337127,-0.3224608033067504,-0.3614090806479371,-0.39213357188897424,-0.9621236525310075,-0.08537059015073285,0.16156443690416525,0.37036961681157676,0.2361763368621186,0.3348311182532862,-0.5888262988436611,-0.3433778405624019,0.12663839370438051
8380,-1.4359741235127481,0.3902149998148755,0.3158768269496424,-0.32578327775575333,-0.3257272233078912,-0.41670586211996213,-0.39021499981487856,-0.5012105145870136,-1.0455696190914847,-0.1135003374385367,0.3655635049993547,0.5969517537113187,0.1820130777305824,0.3190983708273362,-0.589133991241804,-0.3994041142259552,0.14677660428382128
8390,-1.2942606907425702,0.4169287608709446,0.32676309599377656,-0.3552131391818525,-0.33222016953129724,-0.5112361251017974,-0.41692876087094705,-0.5886195838993069,-1.094013825593959,-0.1194385289676938,0.5426936936293048,0.7646961593591496,0.12938209398315703,0.2969514579834834,-0.5889807838592799,-0.44280867313121175,0.1675061190617436
8400,-1.1523613672388646,0.4420173705796247,0.33895294099917955,-0.3724292472552141,-0.34202006382516537,-0.6025186553898054,-0.442017370579626,-0.6475529528103416,-1.1075243380928579,-0.09340128326396792,0.6712235793041262,0.8551655665895637,0.0812041872496501,0.26778570916466343,-0.5882599718620735,-0.47614410943096164,0.19175622848257023
8410,-1.0143183497241686,0.4659136273888682,0.35342339054108085,-0.37622872396597423,-0.35762662628259845,-0.6893908089071082,-0.465913627388871,-0.6734519066841935,-1.08649188381837,-0.026719878766960577,0.7369315584452685,0.8552435312313126,0.03909605460397263,0.22975794669356628,-0.5865540353296494,-0.5017224344416811,0.22158363104090245
8420,-0.8840653220621294,0.4893095405880517,0.37099415734864266,-0.3660499271584726,-0.3808604251575585,-0.772928721672513,-0.489309540588053,-0.6638588267377692,-1.031052624350925,0.08779121306374298,0.7321436175829414,0.7565178358767489,0.003272297002819706,0.18060145543056996,-0.5829682286468333,-0.5215430973064279,0.2582508921636803
8430,-0.7649826065736598,0.5131171482024083,0.39240241755434446,-0.3420037450420623,-0.412784249061904,-0.855348324833723,-0.5131171482024107,-0.6184389384330861,-0.9416973394111754,0.25435576892518075,0.6548465965618935,0.5560691352033763,-0.027050240923716964,0.1187430023898376,-0.5758461006446746,-0.5372094939107971,0.3021608276189779
8440,-0.6595270642692643,0.5382449470215748,0.4181433099959191,-0.30528262357939423,-0.4533033126080805,-0.9385298260853934,-0.538244947021577,-0.5396901004247936,-0.8209822089580396,0.47139151908702764,0.5092375775727629,0.2596614189514125,-0.05313081417587351,0.044691571258871216,-0.5623875724944334,-0.5498549908003788,0.35272983604242003
8450,-0.5690056785669507,0.5653545449783416,0.4482322299697951,-0.2587339814989983,-0.5006514659241198,-1.0227169966453575,-0.5653545449783449,-0.4340298106488933,-0.675542288249328,0.7283292381286454,0.30725050942735943,-0.11406159316238793,-0.07629631797697865,-0.03764406424397594,-0.5382624155593023,-0.560100142352443,0.40836355858883744
8460,-0.49352228269077403,0.5947599657109137,0.4821150100683875,-0.20709005840794775,-0.5512109821835811,-1.1059464962151861,-0.5947599657109165,-0.3121571829790854,-0.5169711216037461,1.0044537920213596,0.06893005597283675,-0.5320623386375489,-0.09773384000790446,-0.12045563506189394,-0.4973729030417913,-0.5680741392825811,0.46665468207395133
