,LabID,Age,Error,Material,Taxa,d13C,Method,Long,Lat,LocAccuracy,Period,SiteID,SiteName,Country,Province,Continent,Source,Reference,removal_reason
524,ISGSA-623,730,35,SEEDS,Zea mays kernel,,AMS,-98.76662283,42.89970796,1,,25BD139,Mohr,USA,Nebraska,North America,UWyo2021,Gover 2019 MA thesis,Unknown lab ID
525,ISGSA-624,700,35,SEEDS,Prunus americana seed fragment,,AMS,-98.76662283,42.89970796,1,,25BD139,Mohr,USA,Nebraska,North America,UWyo2021,Gover 2019 MA thesis,Unknown lab ID
526,ISGSA-625,650,25,SEEDS,Vitis sp. Pip,,AMS,-98.76662283,42.89970796,1,,25BD139,Mohr,USA,Nebraska,North America,UWyo2021,Gover 2019 MA thesis,Unknown lab ID
527,ISGSA-645,1231,44,POTTERYRESIDUE,,-26.7,AMS,-77.04815909,43.32533601,1,,11711.000016/NYSM-1538,Hunter’s Home,USA,New York,North America,UWyo2021,Hart et al. (2008),Unknown lab ID
528,ISGSA-646,995,35,POTTERYRESIDUE,,-25.6,AMS,-76.20876883,43.46391903,1,,6705.000007,Felix,USA,New York,North America,UWyo2021,Hart et al. (2012),Unknown lab ID
529,ISGSA-647,1231,44,POTTERYRESIDUE,,-26.7,AMS,-77.04815909,43.32533601,1,,11711.000016/NYSM-1538,Hunter’s Home,USA,New York,North America,UWyo2021,Hart et al. (2008),Unknown lab ID
530,ISGSA-648,1555,30,POTTERYRESIDUE,,-26.9,AMS,-76.20876883,43.46391903,1,,6705.000007,Felix,USA,New York,North America,UWyo2021,Hart et al. (2012),Unknown lab ID
531,ISGSA-650,5410,30,BONE,Collagen,-21.7,AMS,-76.82364771,42.78107594,1,,09908.000003/NYSM-46697,Kipp Island,USA,New York,North America,UWyo2021,Hart et. al. (2011) ADDITIONAL EVIDENCE FOR CAL. SEVENTH­CENTURY A.D.MAIZE CONSUMPTION AT THE KIPP ISLAND SITE NEW YORK,Unknown lab ID
532,ISGSA-651,4510,35,BONE,Collagen,-19.7,AMS,-76.82364771,42.78107594,1,,09908.000003/NYSM-46697,Kipp Island,USA,New York,North America,UWyo2021,Hart et. al. (2011) ADDITIONAL EVIDENCE FOR CAL. SEVENTH­CENTURY A.D.MAIZE CONSUMPTION AT THE KIPP ISLAND SITE NEW YORK,Unknown lab ID
533,ISGSA-656,1231,44,POTTERYRESIDUE,,-26.7,AMS,-77.04815909,43.32533601,1,,11711.000016/NYSM-1538,Hunter’s Home,USA,New York,North America,UWyo2021,Hart et al. (2008),Unknown lab ID
534,ISGSA-657,600,30,SEEDS,Zea mays,-8.9,AMS,-76.19456258,43.00587369,1,,06705.000022/Bwv012,Kelso,USA,New York,North America,UWyo2021,Hart and Lovis 2007,Unknown lab ID
535,ISGSA-66,404,47,CHARCOAL,,-24.6,AMS,-98.20125322,38.34728357,1,,14RC9,C F Thompson,USA,Kansas,North America,UWyo2021,Kansas archaeological site file,Unknown lab ID
536,ISGSA-660,560,30,OTHER,Grass blade,-9.8,AMS,-76.19456258,43.00587369,1,,06705.000022/Bwv012,Kelso,USA,New York,North America,UWyo2021,Hart and Lovis 2007,Unknown lab ID
537,ISGSA-661,560,25,SEEDS,Zea mays,-8.3,AMS,-76.19456258,43.00587369,1,,06705.000022/Bwv012,Kelso,USA,New York,North America,UWyo2021,Hart and Lovis 2007,Unknown lab ID
538,ISGSA-67,449,52,CHARCOAL,,-25,AMS,-98.20125322,38.34728357,1,,14RC9,C F Thompson,USA,Kansas,North America,UWyo2021,Kansas archaeological site file,Unknown lab ID
539,ISGSA-742,1175,30,POTTERYRESIDUE,,-25.6,AMS,-76.57426501,43.01046949,1,,01108.000002/NYSM-2092,Levanna,USA,New York,North America,UWyo2021,Hart and Lovis (2007),Unknown lab ID
540,ISGSA-743,355,30,POTTERYRESIDUE,,-25.3,AMS,-77.29979852,42.85292601,1,,NYSM1036/Hne005/06912.000024,Richmond Mills,USA,New York,North America,UWyo2021,Hart et al. (2012),Unknown lab ID
541,ISGSA-744,470,30,POTTERYRESIDUE,,-22.9,AMS,-75.66961061,42.91267136,1,,5310.000008,Goff,USA,New York,North America,UWyo2021,Hart et al (2012),Unknown lab ID
542,ISGSA-745,1575,30,POTTERYRESIDUE,,-29.1,AMS,-76.20876883,43.46391903,1,,7507.000009,Wickham,USA,New York,North America,UWyo2021,Hart and Lovis (2007),Unknown lab ID
543,ISGSA-746,2455,30,POTTERYRESIDUE,,-27.1,AMS,-77.29979852,42.85292601,1,,NYSM-936,Vine Valley,USA,New York,North America,UWyo2021,Taché and Hart (2013),Unknown lab ID
544,ISGSA-747,2055,35,POTTERYRESIDUE,,-28.1,AMS,-76.82364771,42.78107594,1,,9908.000003,Kipp Island,USA,New York,North America,UWyo2021,Hart et al. (2011),Unknown lab ID
545,ISGSA-748,515,35,POTTERYRESIDUE,,-22.4,AMS,-76.19456258,43.00587369,1,,6714.000081,Pompey,USA,New York,North America,UWyo2021,Hart et al. (2012),Unknown lab ID
546,ISGSA-749,845,25,POTTERYRESIDUE,,-23,AMS,-76.57426501,43.01046949,1,,1114.000006,Lakeside (Owasco Lake),USA,New York,North America,UWyo2021,Hart and Lovis (2007),Unknown lab ID
547,ISGSA-750,735,30,POTTERYRESIDUE,,-23.3,AMS,-76.57426501,43.01046949,1,,1114.000006,Lakeside (Owasco Lake),USA,New York,North America,UWyo2021,Hart and Lovis (2007),Unknown lab ID
548,ISGSA-751,1115,30,POTTERYRESIDUE,,-24.1,AMS,-76.20876883,43.46391903,1,,7507.000009,Wickham,USA,New York,North America,UWyo2021,Hart and Lovis (2007),Unknown lab ID
549,ISGSA-754,1115,35,POTTERYRESIDUE,,-26.1,AMS,-76.57426501,43.01046949,1,,01108.000002/NYSM-2092,Levanna,USA,New York,North America,UWyo2021,Hart and Lovis (2007),Unknown lab ID
550,ISGSA-755,355,30,POTTERYRESIDUE,,-29.1,AMS,-75.66961061,42.91267136,1,,5310.000006,Buyea,USA,New York,North America,UWyo2021,Hart et al. (2012),Unknown lab ID
551,ISGSA-756,455,30,POTTERYRESIDUE,,-25.2,AMS,-75.66961061,42.91267136,1,,5310.000006,Buyea,USA,New York,North America,UWyo2021,Hart et al. (2012),Unknown lab ID
552,ISGSA-757,1315,30,POTTERYRESIDUE,,-25.6,AMS,-76.82364771,42.78107594,1,,9908.000003,Kipp Island,USA,New York,North America,UWyo2021,Hart et al. (2011),Unknown lab ID
553,ISGSA-758,1910,30,POTTERYRESIDUE,,-24.6,AMS,-76.82364771,42.78107594,1,,9908.000003,Kipp Island,USA,New York,North America,UWyo2021,Hart and Lovis (2007),Unknown lab ID
554,ISGSA-759,520,30,POTTERYRESIDUE,,-24.3,AMS,-76.19456258,43.00587369,1,,06705.000022/Bwv012,Kelso,USA,New York,North America,UWyo2021,Hart and Lovis (2007),Unknown lab ID
555,ISGSA-760,1810,30,POTTERYRESIDUE,,-27.5,AMS,-76.3061442,42.1705121,1,,NYSM-167,Cottage,USA,New York,North America,UWyo2021,Hart et al. (2007),Unknown lab ID
556,ISGSA-761,1545,25,POTTERYRESIDUE,,-25.5,AMS,-76.82364771,42.78107594,1,,9908.000003,Kipp Island,USA,New York,North America,UWyo2021,Hart et al. (2011),Unknown lab ID
557,ISGSA-762,1805,30,POTTERYRESIDUE,,-25.5,AMS,-76.3061442,42.1705121,1,,NYSM-167,Cottage,USA,New York,North America,UWyo2021,Hart et al. (2007),Unknown lab ID
558,ISGSA-763,460,30,POTTERYRESIDUE,,-24.1,AMS,-75.66961061,42.91267136,1,,5310.000008,Goff,USA,New York,North America,UWyo2021,Hart et al (2012),Unknown lab ID
559,ISGSA-766,405,30,SEEDS,Zea mays,,AMS,-79.46682604,40.31064472,1,,36WM100,Consol Site,USA,Pennsylvania,North America,UWyo2021,Auffart and Oshnock 2011; SHPO Files; Oshnock personal communication 2019,Unknown lab ID
560,ISGSA-767,405,30,SEEDS,cotyledon,,AMS,-79.46682604,40.31064472,1,,36WM100,Consol Site,USA,Pennsylvania,North America,UWyo2021,Auffart and Oshnock 2011; SHPO Files; Oshnock personal communication 2019,Unknown lab ID
561,ISGSA-801,525,30,SEEDS,bean cultigen,,AMS,-83.00906562,39.96958118,1,,33FR52,O.C. Voss Mound and Village,USA,Ohio,North America,UWyo2021,Brady-Rawlins 2007; Nolan 2012,Unknown lab ID
562,ISGSA-803,970,15,SEEDS,Zea mays Kernel,-9.1,AMS,-90.20150874,39.71565802,1,,11MG179,Spoontoe,USA,Illinois,North America,UWyo2021,Simon 2014-Reevaluating the Introduction of Maize into the American Bottom,Unknown lab ID
563,ISGSA-85,260,52,CHARCOAL,,-26.2,AMS,-98.20125322,38.34728357,1,,14RC420,Crandall,USA,Kansas,North America,UWyo2021,Kansas archaeological site file,Unknown lab ID
564,ISGSA-859,1930,30,CHARCOAL,,-25.9,AMS,-101.0756937,39.78527166,1,,14RW418,Burntwood Creek Rockshelter,USA,Kansas,North America,UWyo2021,Murphy and Mandel 2012- The Burntwood Creek Rockshelter Record…,Unknown lab ID
565,ISGSA-860,7010,40,CHARCOAL,,-25.4,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
566,ISGSA-861,3000,30,SEEDS,black walnut (Juglans nigra) nutshell carbonized,-27.1,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
567,ISGSA-862,3055,35,SEEDS,black walnut (Juglans nigra) nutshell carbonized,-27,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
568,ISGSA-863,2595,30,SEEDS,hickory (Carya sp.) nutshell carbonized,-26,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
569,ISGSA-864,3105,30,SEEDS,hickory (Carya sp.) nutshell carbonized,-25.3,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
570,ISGSA-867,2230,30,BONE,,-7.8,AMS,-101.0756937,39.78527166,1,,14RW418,Burntwood Creek Rockshelter,USA,Kansas,North America,UWyo2021,Murphy and Mandel 2012- The Burntwood Creek Rockshelter Record…,Unknown lab ID
571,ISGSA-868,7845,25,CHARCOAL,white oak,-26,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
572,ISGSA-869,7940,30,CHARCOAL,,-24.3,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
573,ISGSA-870,8235,40,CHARCOAL,,-26.7,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
574,ISGSA-871,8355,30,SEEDS,black walnut (Juglans nigra) nutshell carbonized,-24.7,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
575,ISGSA-872,7985,35,SEEDS,butternut (Juglans sp.) nutshell carbonized,-26.3,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
576,ISGSA-873,8020,35,CHARCOAL,,-25.2,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
577,ISGSA-877,2525,30,SEEDS,nutshell,-24.6,AMS,-91.16482133,40.40367312,1,,11HA684,Gregory #2,USA,Illinois,North America,UWyo2021,Nolan Mallo and Boyd 2016; Illinois Archaeology vol. 28 pp. 257-290,Unknown lab ID
578,ISGSA-879,8025,35,SEEDS,hickory (Carya sp.) nutshell carbonized,-25.5,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
579,ISGSA-880,8165,35,SEEDS,hickory (Carya sp.) nutshell carbonized,-26,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
580,ISGSA-881,7825,40,SEEDS,walnut (Juglans sp.) nutshell carbonized,-27.9,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
581,ISGSA-882,7965,35,SEEDS,hickory (Carya sp.) nutshell carbonized,-27.2,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
582,ISGSA-883,8660,40,CHARCOAL,red oak,-25,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
583,ISGSA-884,2885,30,SEEDS,butternut (Juglans sp.) nutshell carbonized,-28.4,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
584,ISGSA-885,8245,35,SEEDS,walnut family (Juglandaceae) nuthsell carbonized,-24.7,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
585,ISGSA-886,8215,35,CHARCOAL,maple,-24.6,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
586,ISGSA-887,1375,30,SEEDS,walnut (Juglans sp.) nutshell carbonized,-24.6,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
587,ISGSA-888,2855,30,SEEDS,walnut (Juglans sp.) nutshell carbonized,-26.9,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
588,ISGSA-889,7910,35,SEEDS,hickory (Carya sp.) nutshell carbonized,-26,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
589,ISGSA-890,8360,50,SEEDS,grape seed carbonized,-25,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
590,ISGSA-892,3120,30,SEEDS,butternut (Juglans sp.) nutshell carbonized,-26.4,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
591,ISGSA-893,1960,30,SEEDS,walnut (Juglans sp.) nutshell carbonized,-25.6,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
592,ISGSA-894,4315,30,SEEDS,hickory (Carya sp.) nutshell carbonized,-23.7,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
593,ISGSA-895,3305,30,CHARCOAL,,,AMS,-79.9809897,40.46889972,1,,36AL482,Glenshaw Rockshelter,USA,Pennsylvania,North America,UWyo2021,Tippins 2011,Unknown lab ID
594,ISGSA-896,3150,35,CHARCOAL,,,AMS,-79.9809897,40.46889972,1,,36AL482,Glenshaw Rockshelter,USA,Pennsylvania,North America,UWyo2021,Tippins 2011,Unknown lab ID
595,ISGSA-897,2235,30,CHARCOAL,,,AMS,-79.9809897,40.46889972,1,,36AL482,Glenshaw Rockshelter,USA,Pennsylvania,North America,UWyo2021,Tippins 2011,Unknown lab ID
596,ISGSA-898,2205,30,CHARCOAL,,,AMS,-79.9809897,40.46889972,1,,36AL482,Glenshaw Rockshelter,USA,Pennsylvania,North America,UWyo2021,Tippins 2011,Unknown lab ID
597,ISGSA-899,7760,35,SEEDS,walnut family (Juglandaceae) nuthsell carbonized,-24.3,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
598,ISGSA-900,8005,35,SEEDS,walnut (Juglans sp.) nutshell carbonized,-23.2,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
599,ISGSA-901,3070,35,SEEDS,hickory (Carya sp.) nutshell carbonized,-24.6,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
600,ISGSA-902,8075,35,CHARCOAL,,-27,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
601,ISGSA-903,2225,30,SEEDS,walnut (Juglans sp.) nutshell carbonized,-28.1,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
602,ISGSA-904,7850,35,SEEDS,unidentified nutshell carbonized,-27.3,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
603,ISGSA-905,8265,35,SEEDS,unidentified nutshell carbonized,-23.5,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
604,ISGSA-906,8340,40,CHARCOAL,,-25.1,AMS,-81.51485535,39.21122311,1,,46WD83-A,West Blennerhassett,USA,West Virginia,North America,UWyo2021,Robinson 2009-Holocene landform evolution and natural site formation…,Unknown lab ID
605,ISGSA-942,4848,125,BONE,collagen,-19.5,AMS,-90.20743186,40.47273335,1,,11F53,Tree Row,USA,Illinois,North America,UWyo2021,McElrath and Evans 2016; Illinois Archaeology vol. 28 pp. 229-256,Unknown lab ID
606,ISGSA-944,2620,95,BONE,collagen,-19.2,AMS,-90.20743186,40.47273335,1,,11F53,Tree Row,USA,Illinois,North America,UWyo2021,McElrath and Evans 2016; Illinois Archaeology vol. 28 pp. 229-256,Unknown lab ID
607,ISGSA-946,4050,115,BONE,collagen,-16.4,AMS,-90.20743186,40.47273335,1,,11F53,Tree Row,USA,Illinois,North America,UWyo2021,McElrath and Evans 2016; Illinois Archaeology vol. 28 pp. 229-256,Unknown lab ID
608,ISGSA-982,510,20,CHARCOAL,,,AMS,-79.64691734,39.91979862,1,,36FA22,Phillips,USA,Pennsylvania,North America,UWyo2021,Means 2010,Unknown lab ID
609,ISGSA-988,705,15,BONE,collagen mammal bone bead blank,,AMS,-79.64691734,39.91979862,1,,36FA22,Phillips,USA,Pennsylvania,North America,UWyo2021,Means 2010,Unknown lab ID
610,ISGSI-220,3500,70,charcoal,,,,-80.260125,-0.196863,2,,,Jama Valley,Ecuador,,South America,Goldberg_2016,Denbow J. 2011. Excavations at Divuyu Tsodilo Hills.Botswana Notes and Records43 pp.76-94.,Unknown lab ID
611,ISGSM-76,6490,150,CHARCOAL,,,RADIOMETRIC,-90.88633619,39.62259435,1,,11PK10,Chrisman,USA,Illinois,North America,UWyo2021,McGregor 1954,Unknown lab ID
612,ISOTOPESI-16269,1430,60,Charcoal,,,,-89.072021,17.15526,1,,,Buenavista del Cayo,Belize,,Central America,MesoRAD2020,Coupland et al. 2003 Table 6.1;  Patton 2011,Unknown lab ID
613,KIAND-1,37040,440,bone,,,,7.8798,51.3575,1,,,Volkringhauser Hohle,Germany,,Europe,Vermeersch2019,Tafelmaier Y. 2011. Quartar 58: 153-182.,Unknown lab ID
614,KIAND-2,39870,780,bone,,,,7.8798,51.3575,1,,,Vonsmose,Germany,,Europe,Vermeersch2019,Neugebauer-Maresch 1999,Unknown lab ID
615,KII-399901,7300,55,charcoal,,-25.09,,10.5037,54.0292,1,,,Seedorf LA 296,Germany,,Europe,CALPAL,Kiel DB 3114,Unknown lab ID
616,KII-776,4700,75,wood,,0,,9.7441,54.8016,1,,,Bostholm,Germany,,Europe,CALPAL,Kiel DB 2174,Unknown lab ID
617,KIND-1,17200,250,,,,,32.0276,49.4646,1,,,Mezhirich,Ukraine,,Europe,Vermeersch2019,Kozlowski J. 2007. Paleo,Unknown lab ID
618,KIND-2,17560,270,,,,,32.0276,49.4646,1,,,Mezhirich,Ukraine,,Europe,Vermeersch2019,Bradtmöller 2007,Unknown lab ID
619,KNI-038,3700,120,,,,,28.37327,44.10485,2,,,Hamangia,Romania,,Europe,RADON-B,László 1997 265,Unknown lab ID
620,KNI-102,6480,75,Charcoal,,,,,,0,,,Copacelu-Valea Raii,Romania,,Europe,14SEA,Breunig 1987: 117 Mantu 1999–2000: 98 Nitu and Tulugea 2011: 46,Unknown lab ID
621,KNI-142,5560,265,wood,,,,8.33,52.51,2,,,Dümmer,Germany,,Europe,EUROEVOL,,Unknown lab ID
622,KNI-149,5750,65,Charcoal,,,,,,0,,,Cascioarele-Ostrovel,Romania,,Europe,14SEA,Quitta & Kohl 1969: 238ff Mantu 1995: 227 Reingruber & Rassamakin 2016: Appendix,Unknown lab ID
623,KNI-153,5720,60,Charcoal,,,,,,0,,,Cascioarele-Ostrovel,Romania,,Europe,14SEA,Quitta & Kohl 1969: 238ff Reingruber & Rassamakin 2016: Appendix,Unknown lab ID
624,KNI-157,7060,160,,,,,5.314,43.519,2,,,Abri des Boeufs,France,,Europe,EUROEVOL,,Unknown lab ID
625,KNI-16,5110,40,charcoal,,,,3.98,50.42,2,,,Spiennes Camp-à-Cayaux,Belgium,,Europe,EUROEVOL,,Unknown lab ID
626,KNI-191B,4980,60,charcoal,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
627,KNI-192,5140,55,wood,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
628,KNI-193A,5250,65,wood,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
629,KNI-193B,5300,40,wood,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
630,KNI-194,5180,50,wood,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
631,KNI-195,5190,40,wood,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
632,KNI-201,2770,50,,,,,-8.922778,38.7075,2,,,Atalaia,Portugal,,Europe,RADON-B,Sanjuán/Pérez 2011 152,Unknown lab ID
633,KNI-2056,28400,450,charcoal,,,,17.1,-27.75,2,,,Apollo 11 Cave,Namibia,,Africa,SARD,Wendt W.E. 1976. 'Art Mobilier'from the Apollo 11 Cave South West Africa: Africa's Oldest Dated Works of Art.The South African Archaeological Bulletin pp.5-11.,Unknown lab ID
634,KNI-2057,18660,210,charcoal,,,,17.1,-27.75,2,,,Apollo 11 Cave,Namibia,,Africa,SARD,Gopher 1985 Kuijt and Bar-Yosef 1994,Unknown lab ID
635,KNI-21,5080,70,wood,,,,8.00669,47.1852,2,,,Egolzwil 4,Switzerland,,Europe,EUROEVOL,,Unknown lab ID
636,KNI-237,4000,65,charcoal,,,,12.33528,51.095,2,,,Luckaer Forst,Germany,,Europe,RADON-B,Furholt 2003 273,Unknown lab ID
637,KNI-2C,4880,135,charred plant macrofossils,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
638,KNI-300,5260,40,charcoal,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
639,KNI-303,5170,65,charcoal,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
640,KNI-304B,5190,60,wood,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
641,KNI-305B,5160,40,wood,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
642,KNI-306,5260,40,wood,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
643,KNI-307,5160,50,wood,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
644,KNI-308,5170,40,wood,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
645,KNI-31,5250,65,wood,,,,8.33,52.51,2,,,Dümmer,Germany,,Europe,EUROEVOL,,Unknown lab ID
646,KNI-311,5210,40,plant macrofossils,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
647,KNI-312,5230,55,wood,,,,9.92306,48.4105,2,,,Blaustein-Ehrenstein,Germany,,Europe,EUROEVOL,,Unknown lab ID
648,KNI-319,3890,40,charcoal,,,,12.54813,50.98012,2,,,Forst Leina,Germany,,Europe,RADON-B,Furholt 2003 193,Unknown lab ID
649,KNI-336,9120,85,charcoal,,,,34.98,32.73,2,,,Iraq el-Barud,Israel,,Asia,CONTEXT,Gopher 1985 Kuijt and Bar-Yosef 1994,Unknown lab ID
650,KNI-364,5540,115,charcoal,,,,6.28712,50.8949,2,,,Aldenhoven,Germany,,Europe,EUROEVOL,,Unknown lab ID
651,KNI-379,5620,120,charcoal,,,,8.37,52.89,2,,,Holzhausen,Germany,,Europe,EUROEVOL,,Unknown lab ID
652,KNI-413,5500,60,charcoal,,,,9.2,49.16,2,,,Heilbronn-Neckargartach Hetzenberg,Germany,,Europe,EUROEVOL,,Unknown lab ID
653,KNI-415,5370,70,charcoal,,,,9.2,49.16,2,,,Heilbronn-Neckargartach Hetzenberg,Germany,,Europe,EUROEVOL,,Unknown lab ID
654,KNI-418,5270,40,charcoal,,,,9.2,49.16,2,,,Heilbronn-Neckargartach Hetzenberg,Germany,,Europe,EUROEVOL,,Unknown lab ID
655,KNI-419,5080,50,charcoal,,,,9.2,49.16,2,,,Heilbronn-Neckargartach Hetzenberg,Germany,,Europe,EUROEVOL,,Unknown lab ID
